class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
0,f,y,e,TRUE,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
0,x,y,u,FALSE,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d
1,x,y,y,FALSE,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g
1,x,y,g,FALSE,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
1,x,f,y,FALSE,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p
1,f,f,g,FALSE,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
1,f,f,g,FALSE,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
1,f,f,y,FALSE,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p
1,f,y,g,FALSE,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
0,f,s,p,TRUE,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
1,f,f,g,FALSE,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
1,x,y,y,FALSE,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
1,f,f,y,FALSE,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g
1,x,f,y,FALSE,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
1,f,y,g,FALSE,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d
1,f,y,y,FALSE,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
1,x,y,g,FALSE,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d
1,f,f,y,FALSE,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
1,f,f,g,FALSE,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
1,f,f,y,FALSE,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
1,f,y,g,FALSE,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
1,x,y,g,FALSE,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
1,f,f,g,FALSE,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
1,f,f,g,FALSE,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
1,x,y,y,FALSE,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
1,x,f,y,FALSE,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p
1,f,f,y,FALSE,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
0,f,y,n,TRUE,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
1,f,f,g,FALSE,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p
1,x,s,g,TRUE,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g
1,f,y,y,FALSE,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
1,x,y,y,FALSE,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p
1,x,f,w,FALSE,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d
1,f,s,b,TRUE,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
1,f,f,y,FALSE,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
1,f,s,p,TRUE,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g
1,f,s,b,TRUE,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
1,x,y,g,FALSE,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
1,f,f,g,FALSE,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
1,f,f,g,FALSE,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
1,x,f,y,FALSE,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p
1,f,f,y,FALSE,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
0,f,y,u,FALSE,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
0,f,f,e,TRUE,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
1,f,f,y,FALSE,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
1,x,y,n,FALSE,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
1,x,f,y,FALSE,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
1,f,f,g,FALSE,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
1,x,f,y,FALSE,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d
1,f,f,y,FALSE,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
1,f,y,g,FALSE,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p
1,f,y,g,FALSE,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
0,f,y,n,TRUE,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
1,x,y,y,FALSE,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
0,f,f,e,TRUE,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
1,x,f,y,FALSE,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p
1,f,y,g,FALSE,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
1,x,f,y,FALSE,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p
1,f,f,g,FALSE,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
1,f,f,g,FALSE,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d
1,f,y,g,FALSE,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p
1,f,y,g,FALSE,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
1,f,f,y,FALSE,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
1,f,f,y,FALSE,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
1,f,y,g,FALSE,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
1,x,f,p,FALSE,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d
1,f,f,y,FALSE,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
1,x,y,y,FALSE,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
1,f,y,y,FALSE,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
1,f,y,g,FALSE,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d
1,f,y,g,FALSE,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
1,x,y,y,FALSE,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
1,f,f,y,FALSE,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
1,x,y,y,FALSE,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g
1,x,y,g,FALSE,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
1,f,f,g,FALSE,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
1,f,f,g,FALSE,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
1,x,f,y,FALSE,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
1,f,f,g,FALSE,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
1,x,f,y,FALSE,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d
1,f,y,g,FALSE,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d
1,f,f,g,FALSE,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
0,x,s,p,TRUE,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
1,f,f,y,FALSE,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d
1,x,s,p,FALSE,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
1,x,f,y,FALSE,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g
1,f,f,g,FALSE,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
1,x,f,y,FALSE,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
0,f,f,e,TRUE,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
1,x,y,y,FALSE,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
1,x,f,y,FALSE,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
1,f,y,g,FALSE,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
1,f,f,y,FALSE,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
0,f,y,n,TRUE,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
1,f,f,g,FALSE,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
1,f,f,y,FALSE,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
1,f,y,y,FALSE,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
1,f,y,g,FALSE,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g
1,f,f,g,FALSE,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g
1,x,y,y,FALSE,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g
1,f,y,g,FALSE,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
1,x,y,y,FALSE,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
0,f,f,g,TRUE,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
1,x,s,g,TRUE,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g
1,x,y,n,FALSE,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
1,f,s,g,TRUE,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g
1,f,y,g,FALSE,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
1,f,y,y,FALSE,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
1,f,y,g,FALSE,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
0,f,y,e,TRUE,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
1,f,y,g,FALSE,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p
1,x,f,y,FALSE,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g
1,f,f,g,FALSE,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
1,x,y,y,FALSE,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
1,f,f,y,FALSE,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
0,f,y,n,TRUE,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
1,f,y,g,FALSE,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g
1,k,f,n,FALSE,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
1,f,f,g,FALSE,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
1,f,f,y,FALSE,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p
1,x,y,n,FALSE,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
1,f,f,g,FALSE,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
1,f,f,g,FALSE,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
1,f,s,w,TRUE,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g
1,f,f,y,FALSE,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
1,x,f,y,FALSE,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
0,x,y,e,TRUE,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w
1,f,y,y,FALSE,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
1,b,f,y,FALSE,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
1,f,y,y,FALSE,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d
1,x,s,g,TRUE,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u
1,f,y,y,FALSE,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
1,f,f,y,FALSE,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
0,k,y,e,TRUE,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
1,f,f,y,FALSE,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
1,f,f,y,FALSE,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
0,k,y,n,FALSE,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l
1,x,s,w,FALSE,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d
1,f,y,y,FALSE,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
1,b,s,b,TRUE,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g
1,x,s,w,TRUE,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g
0,f,y,e,TRUE,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d
1,b,s,w,TRUE,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m
0,f,y,p,TRUE,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w
1,x,s,w,TRUE,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g
0,k,y,n,TRUE,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
1,f,s,b,TRUE,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u
1,f,y,g,FALSE,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
1,x,y,g,FALSE,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
1,f,f,g,FALSE,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p
0,k,s,e,TRUE,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
0,f,y,n,TRUE,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
0,f,s,b,TRUE,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
1,x,y,y,FALSE,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d
0,f,f,g,TRUE,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d
1,f,f,y,FALSE,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p
1,f,y,g,FALSE,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g
1,x,s,g,TRUE,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g
1,f,f,g,FALSE,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
1,x,f,y,FALSE,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
1,f,f,y,FALSE,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
1,x,y,n,FALSE,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
1,f,f,g,FALSE,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p
0,f,y,n,TRUE,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
0,f,y,e,TRUE,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
1,f,y,g,FALSE,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
1,f,f,g,FALSE,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d
0,f,f,e,TRUE,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
1,f,f,y,FALSE,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p
1,f,f,g,FALSE,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
1,f,y,y,FALSE,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
1,b,y,w,TRUE,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m
1,f,f,y,FALSE,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p
1,x,y,n,FALSE,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
1,f,f,g,FALSE,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g
1,x,y,y,FALSE,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g
1,f,y,y,FALSE,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
0,f,y,p,TRUE,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
1,x,s,w,TRUE,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g
1,f,y,g,FALSE,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p
1,x,f,y,FALSE,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
1,f,s,b,TRUE,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u
1,x,f,g,FALSE,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
1,f,y,g,FALSE,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
1,f,y,y,FALSE,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p
0,x,y,r,FALSE,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,y,d
0,f,y,w,FALSE,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d
1,x,f,y,FALSE,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
1,f,y,y,FALSE,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
1,f,y,y,FALSE,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
1,x,y,e,FALSE,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
1,x,y,e,FALSE,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
1,x,y,g,FALSE,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
1,x,y,y,FALSE,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g
1,f,f,g,FALSE,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g
1,x,y,y,FALSE,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d
1,f,f,y,FALSE,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
0,f,s,e,TRUE,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
1,f,f,y,FALSE,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p
1,f,s,g,TRUE,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g
1,f,f,y,FALSE,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
1,x,y,y,FALSE,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
1,x,f,y,FALSE,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p
1,x,s,g,TRUE,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u
1,f,y,g,FALSE,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
1,f,f,g,FALSE,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g
1,x,s,w,FALSE,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d
1,f,y,g,FALSE,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p
0,f,y,e,TRUE,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g
1,x,y,y,FALSE,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p
0,k,s,b,TRUE,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
1,f,f,y,FALSE,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g
1,f,f,y,FALSE,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d
1,x,y,y,FALSE,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
0,x,f,n,FALSE,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l
0,x,y,e,TRUE,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
1,x,y,g,FALSE,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g
1,f,s,g,TRUE,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g
1,x,y,y,FALSE,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g
1,f,y,g,FALSE,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p
1,x,y,g,FALSE,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
1,x,y,n,FALSE,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
0,k,s,b,TRUE,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
1,f,f,y,FALSE,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
1,x,f,g,FALSE,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p
1,f,y,g,FALSE,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
1,x,f,y,FALSE,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
